Id,Label,modularity_class,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
MIDGET,MIDGET,4,28,30,58,6,0.366218,0.382989,23.968817,0.045846
TENPIN/ALVIN HEALEY,TENPIN/ALVIN HEALEY,3,16,9,25,6,0.342949,0.354053,82.827487,0.018171
RINGLEADER,RINGLEADER,3,13,13,26,6,0.344304,0.355938,92.641851,0.017317
KNICK KNACK,KNICK KNACK,3,10,15,25,6,0.347878,0.360666,104.065384,0.013865
BLUE STREAK/,BLUE STREAK/,3,27,15,42,5,0.385769,0.404397,94.708499,0.052149
EL JAGUAR,EL JAGUAR,3,44,14,58,6,0.357734,0.37179,1139.485462,0.036809
GRAPPLER,GRAPPLER,3,24,15,39,6,0.34264,0.353711,278.673552,0.016136
HELLRAZOR,HELLRAZOR,3,27,11,38,6,0.311826,0.320236,189.457875,0.023838
STEEPLEJACK II/MAXWE,STEEPLEJACK II/MAXWE,3,19,16,35,6,0.332389,0.341529,13.602046,0.014829
CYCLONE,CYCLONE,3,26,32,58,6,0.36108,0.376947,1034.858358,0.031263
"RADD, FENNAN","RADD, FENNAN",8,3,3,6,6,0.330444,0.339441,2.107009,0.003221
AIR WALKER/ARLO SAMU,AIR WALKER/ARLO SAMU,2,0,2,2,6,0.309503,0.316369,0,0
BLACK RAZER,BLACK RAZER,8,0,2,2,6,0.32173,0.329011,0,0
PANTHER CUB/,PANTHER CUB/,18,0,6,6,1,1,1,0,0
MANT/ERNEST,MANT/ERNEST,18,6,0,6,0,0,0,0,0.000341
SWORDSMAN IV/,SWORDSMAN IV/,18,5,1,6,1,1,1,0,0.000282
"DARLEGUNG, GEN.","DARLEGUNG, GEN.",18,4,2,6,1,1,1,0,0.000224
AMAZO-MAXI-WOMAN/,AMAZO-MAXI-WOMAN/,18,3,3,6,1,1,1,0,0.000166
MISS THING/MARY,MISS THING/MARY,18,2,4,6,1,1,1,0,0.00011
STERLING,STERLING,18,1,5,6,1,1,1,0,0.000055
SERESTUS,SERESTUS,3,16,11,27,6,0.359272,0.373731,0,0.037873
JEMIAH,JEMIAH,14,37,45,82,6,0.379315,0.398929,1386.246617,0.032559
NAGA,NAGA,10,3,1,4,6,0.338026,0.346898,0,0.004226
"ANDERSSEN, TANYA","ANDERSSEN, TANYA",4,35,41,76,6,0.402441,0.423058,564.865143,0.070716
TIMBERIUS II,TIMBERIUS II,4,17,10,27,6,0.351042,0.363912,1.811536,0.034905
DEFENSOR,DEFENSOR,3,120,48,168,5,0.416798,0.437689,252.989471,0.262659
COLLECTIVE MAN,COLLECTIVE MAN,3,92,96,188,5,0.448093,0.467593,6657.203481,0.197227
TALISMAN,TALISMAN,3,40,107,147,5,0.45121,0.47032,314.642925,0.101001
WENDIGO/PAUL CARTIER,WENDIGO/PAUL CARTIER,6,7,4,11,6,0.357461,0.370506,1.017065,0.012601
BI-BEAST,BI-BEAST,6,3,1,4,6,0.297803,0.305755,0,0.007069
BERSERKER,BERSERKER,3,9,6,15,5,0.368966,0.385315,0,0.034915
"IMMORTUS, MARCUS","IMMORTUS, MARCUS",3,9,27,36,5,0.396683,0.416661,22.669921,0.028301
PATCHWORK/KYLE BARKE,PATCHWORK/KYLE BARKE,6,7,7,14,6,0.352238,0.364675,102.062557,0.012166
GEIGER/DELILAH DEEDE,GEIGER/DELILAH DEEDE,6,7,5,12,6,0.332897,0.34055,57.405272,0.012166
"SHARP, TRINA","SHARP, TRINA",6,6,6,12,6,0.355275,0.367896,109.334029,0.008363
"PINKERTON, RUDY","PINKERTON, RUDY",6,4,6,10,6,0.346988,0.358258,39.006603,0.0058
CYNAS,CYNAS,2,40,31,71,6,0.371664,0.389323,29.452495,0.049719
SAPPHIRAS,SAPPHIRAS,2,38,29,67,6,0.368832,0.385867,436.809053,0.048844
FURGAR,FURGAR,2,34,37,71,6,0.371981,0.390034,43.981332,0.040545
TARGON,TARGON,2,29,39,68,6,0.372026,0.390198,44.909875,0.037924
PORCAL,PORCAL,2,13,36,49,6,0.372163,0.390198,172.450066,0.018873
"FORTHWARD, KENT","FORTHWARD, KENT",3,7,8,15,6,0.34616,0.357673,0,0.012687
"FLORES, JAMIE","FLORES, JAMIE",3,48,52,100,6,0.42827,0.447983,2589.708213,0.128071
WONDER MAN DOPPELGAN,WONDER MAN DOPPELGAN,8,41,39,80,6,0.407333,0.427666,201.371888,0.111103
"PHIM, FATHER","PHIM, FATHER",15,5,18,23,6,0.360035,0.375521,484.851492,0.006307
ANGKOR,ANGKOR,3,4,6,10,6,0.335571,0.345524,0,0.00576
ROCKWALL,ROCKWALL,7,4,3,7,6,0.320443,0.329442,0,0.005993
"THOMAS, DR. JOHN","THOMAS, DR. JOHN",4,7,10,17,6,0.358701,0.372747,0.608513,0.016432
MASTER MOLD,MASTER MOLD,4,10,23,33,6,0.370355,0.387375,101.803143,0.020136
"MARKO, KURT","MARKO, KURT",4,4,13,17,6,0.354676,0.368156,24.170695,0.015065
NEEDLE,NEEDLE,3,36,21,57,6,0.363338,0.379073,153.623444,0.055618
WORD,WORD,3,2,5,7,6,0.360695,0.374783,65.403012,0.004118
ULTIMA,ULTIMA,3,4,3,7,6,0.354655,0.367295,45.085661,0.007414
"TOLLIVER, SHERIFF JO","TOLLIVER, SHERIFF JO",6,12,7,19,6,0.344557,0.354443,135.643923,0.039097
"SOUSA, PAUL","SOUSA, PAUL",7,3,9,12,6,0.35959,0.373919,0,0.001542
"APPLEBAUM, PHANTASY","APPLEBAUM, PHANTASY",7,2,10,12,6,0.356063,0.36952,0,0.005093
MASTERMIND III,MASTERMIND III,4,8,12,20,6,0.367698,0.383732,6676.17775,0.008319
"COLLINS, EMMA","COLLINS, EMMA",4,3,7,10,6,0.366615,0.38212,92.439309,0.00228
"RADCLIFFE, TODD","RADCLIFFE, TODD",3,4,11,15,6,0.368431,0.384552,15.707472,0.003572
"CAMPBELL, VALERIE","CAMPBELL, VALERIE",4,4,0,4,0,0,0,0,0.002353
"BRADDOCK, ELIZABETH","BRADDOCK, ELIZABETH",4,2,2,4,7,0.26888,0.274932,0,0.002188
"BRADDOCK, JAMES","BRADDOCK, JAMES",4,4,9,13,6,0.337409,0.346904,64.983007,0.006724
BARRINGTON,BARRINGTON,4,10,4,14,6,0.325089,0.334738,0,0.008958
"FROST, CORDELIA","FROST, CORDELIA",4,19,25,44,6,0.335534,0.347806,6178.51258,0.014585
"KAISHEK, HAAN","KAISHEK, HAAN",4,6,6,12,6,0.347779,0.359103,3.011252,0.005693
"KAISHEK, KIA","KAISHEK, KIA",4,7,6,13,6,0.347779,0.359103,6.944235,0.005749
TUPA,TUPA,4,4,6,10,6,0.346416,0.357422,0,0.005524
MEGA MAX/,MEGA MAX/,4,10,0,10,0,0,0,0,0.006945
"CROWE, GERONIMO","CROWE, GERONIMO",4,9,4,13,6,0.349333,0.361043,6131.840705,0.006852
MINI MAX/,MINI MAX/,4,8,2,10,7,0.258926,0.263539,0,0.006761
CARGO,CARGO,4,8,4,12,6,0.346337,0.357203,0.333333,0.006762
HARDWIRE/,HARDWIRE/,4,5,7,12,6,0.350276,0.362464,19.225646,0.002259
PIGSKIN/,PIGSKIN/,4,3,7,10,6,0.347918,0.359471,0,0.001487
VANCE REBUS/,VANCE REBUS/,4,2,8,10,6,0.347958,0.359581,0,0.001425
RECKLESS ERIC/,RECKLESS ERIC/,4,1,9,10,6,0.347997,0.35969,0,0.001363
SEETAH,SEETAH,6,4,0,4,0,0,0,0,0.006601
DEMOLITION MAN DOPPE,DEMOLITION MAN DOPPE,3,10,14,24,6,0.363642,0.379087,5.019483,0.012247
"BENWAY, DR.","BENWAY, DR.",3,17,5,22,6,0.326954,0.335279,10.755262,0.020171
MALTZ,MALTZ,6,3,8,11,6,0.303554,0.311005,0.916667,0.000183
ARMAND,ARMAND,6,8,3,11,6,0.303448,0.31054,0,0.001399
"SEWARD, ANNE","SEWARD, ANNE",6,5,8,13,6,0.303554,0.311005,3062.216735,0.001085
"SEWARD, DR. CHARLES","SEWARD, DR. CHARLES",6,3,9,12,6,0.303569,0.311087,2.666531,0.000189
"SEWARD, ELISABETH","SEWARD, ELISABETH",6,8,7,15,6,0.303539,0.310923,3069.888588,0.0014
"SEWARD, JANE","SEWARD, JANE",6,7,8,15,6,0.303554,0.311005,3069.888588,0.001335
"FLORESCU, ANTON","FLORESCU, ANTON",6,9,4,13,6,0.303478,0.310649,1.166667,0.001465
"PENNINGTON, AUDRA","PENNINGTON, AUDRA",6,5,7,12,6,0.303539,0.310923,3062.016735,0.00109
MARVEL WOMAN | MUTAN,MARVEL WOMAN | MUTAN,13,35,50,85,6,0.330766,0.342652,25199.864049,0.006763
DR. STRANGE | MUTANT,DR. STRANGE | MUTANT,13,55,18,73,6,0.330032,0.339782,19349.584343,0.008982
VENDETTA | MUTANT X-,VENDETTA | MUTANT X-,13,13,1,14,7,0.248159,0.252061,0,0.004611
"FURY, NICK | MUTANT","FURY, NICK | MUTANT",13,18,24,42,6,0.333188,0.343644,7823.147941,0.005352
STINGRAY | MUTANT X-,STINGRAY | MUTANT X-,13,34,38,72,6,0.330426,0.341477,3755.75545,0.006554
YELLOWJACKET II | MU,YELLOWJACKET II | MU,13,20,49,69,6,0.330713,0.342515,3365.098339,0.004774
DOC SAMSON | MUTANT,DOC SAMSON | MUTANT,13,5,9,14,7,0.253913,0.259798,0,0.003467
"RICHARDS, REED | MUT","RICHARDS, REED | MUT",13,36,62,98,6,0.330982,0.343636,13933.519206,0.006974
FIRESTAR | MUTANT X-,FIRESTAR | MUTANT X-,13,3,11,14,7,0.253977,0.260072,0,0.003282
"STORM, JOHNNY | MUTA","STORM, JOHNNY | MUTA",13,21,21,42,6,0.330247,0.340274,214.127082,0.00553
LACE/,LACE/,7,0,3,3,6,0.319941,0.328227,0,0
LEATHER/,LEATHER/,7,2,1,3,6,0.308576,0.317172,0,0.001408
"MIFUNE, DR.","MIFUNE, DR.",3,0,8,8,6,0.379873,0.397525,0,0
RASPUTIN,RASPUTIN,1,0,12,12,6,0.362491,0.377153,0,0
"MARTINEZ, MR.","MARTINEZ, MR.",7,5,5,10,6,0.355088,0.367847,38.259668,0.005879
"MARTINEZ, AKASHA","MARTINEZ, AKASHA",7,3,7,10,6,0.356729,0.370033,3.628099,0.003022
"PEEL, EMMA","PEEL, EMMA",3,31,0,31,0,0,0,0,0.083297
POPEYE,POPEYE,3,19,12,31,6,0.368186,0.384503,0,0.052957
"STEED, JOHN","STEED, JOHN",3,4,27,31,5,0.384358,0.403522,0,0.012344
CRIMSON DYNAMO IV/YU,CRIMSON DYNAMO IV/YU,3,10,12,22,6,0.358849,0.373291,1.911215,0.019296
DIONYSUS [GREEK GOD],DIONYSUS [GREEK GOD],14,25,27,52,6,0.382718,0.401981,190.577711,0.050288
MASTER OM,MASTER OM,7,4,8,12,6,0.360717,0.37519,6.774843,0.005562
"SENREICH, GUNTHER","SENREICH, GUNTHER",7,8,5,13,6,0.360397,0.374616,27.090344,0.006974
CORONA/DAGNY FORREST,CORONA/DAGNY FORREST,7,8,2,10,6,0.313267,0.321473,0,0.009564
"FENTON, BARNEY","FENTON, BARNEY",7,3,5,8,6,0.354346,0.367142,0,0.000738
"FORRESTER, DR. CEDRI","FORRESTER, DR. CEDRI",7,1,9,10,6,0.355544,0.368918,0.585701,0.000233
"SPERZEL, ANTON","SPERZEL, ANTON",7,2,3,5,6,0.354325,0.367019,0,0.00492
"WEISMAN, DR.","WEISMAN, DR.",4,13,4,17,6,0.343954,0.355881,0,0.018167
GAMESMASTER/JEREMY,GAMESMASTER/JEREMY,4,17,20,37,6,0.361787,0.377797,116.628463,0.046007
MONSTER FROM THE LOS,MONSTER FROM THE LOS,2,6,5,11,6,0.356604,0.369686,0,0.007275
JENSKOT/ALIYA,JENSKOT/ALIYA,4,5,7,12,6,0.346416,0.359092,4.09662,0.008061
"GANGER, CARMEN","GANGER, CARMEN",2,3,5,8,6,0.35765,0.371023,0,0.003715
DIGGER,DIGGER,3,33,31,64,5,0.382863,0.40176,310.463899,0.048354
LEVIATHAN II/EDWARD,LEVIATHAN II/EDWARD,6,26,12,38,6,0.371031,0.387566,60.237804,0.038359
RODOR,RODOR,8,0,4,4,6,0.337986,0.347457,0,0
TINAC,TINAC,8,2,2,4,6,0.337857,0.347189,0,0.00011
BOUNTY,BOUNTY,4,1,13,14,6,0.375423,0.392624,153.710111,0.000055
TRYKUR,TRYKUR,8,11,2,13,7,0.246873,0.250654,0,0.007756
GRESIG,GRESIG,8,8,5,13,6,0.308217,0.31597,0,0.006487
RU,RU,8,5,6,11,7,0.253924,0.258787,0,0.003251
BORROB,BORROB,8,4,7,11,7,0.253945,0.258896,0,0.003179
"REISS, JACOB","REISS, JACOB",2,4,5,9,6,0.334724,0.34448,0,0.008673
"MARLOPOLIS, EDGAR","MARLOPOLIS, EDGAR",1,0,1,1,6,0.326657,0.333587,0,0
"FALLON, HOWARD","FALLON, HOWARD",4,5,9,14,6,0.340004,0.350044,1.381133,0.003166
"PENNYWORTH, J.C.","PENNYWORTH, J.C.",6,17,30,47,6,0.390711,0.41048,124.278683,0.037952
VIRAKO,VIRAKO,14,1,24,25,6,0.353996,0.367771,3.129739,0.000086
CHI DEMON/PROFESSOR,CHI DEMON/PROFESSOR,14,14,1,15,7,0.279758,0.287079,0,0.010489
TOMORROW HAWK/CEYOTE,TOMORROW HAWK/CEYOTE,14,7,8,15,6,0.333643,0.342663,0,0.003237
"DEVEREAUX, IRIS","DEVEREAUX, IRIS",14,6,9,15,6,0.33368,0.342772,0,0.003165
SPARX/AURELLE,SPARX/AURELLE,14,5,10,15,6,0.333716,0.342881,0,0.003093
PSYCHE II/PSYKOS/RON,PSYCHE II/PSYKOS/RON,14,2,13,15,6,0.334192,0.343646,0,0.001201
TRAPPER/VOLA,TRAPPER/VOLA,0,14,13,27,6,0.331251,0.340307,265.630414,0.006503
PULSAR/PLOR,PULSAR/PLOR,4,10,9,19,6,0.319336,0.326723,57.337067,0.005209
UNSEEN/UNAM,UNSEEN/UNAM,0,4,8,12,6,0.329177,0.337574,1.1812,0.001394
BREAKER/RAAK,BREAKER/RAAK,0,6,8,14,6,0.329177,0.337574,37.21621,0.001399
"GRIMM, BEN | EARTH-A","GRIMM, BEN | EARTH-A",2,10,14,24,6,0.364337,0.379696,12.155132,0.020858
"GRIMM, SUE STORM EAR","GRIMM, SUE STORM EAR",2,9,9,18,6,0.360184,0.374367,9.873905,0.022092
"RICHARDS, REED | EAR","RICHARDS, REED | EAR",2,9,14,23,6,0.361294,0.376034,15.538903,0.026065
SKY-WALKER,SKY-WALKER,7,0,4,4,6,0.338964,0.348262,0,0
COPPERHEAD/LAWRENCE,COPPERHEAD/LAWRENCE,7,2,5,7,6,0.345886,0.357351,0,0.004163
TORPEDO II/MICHAEL S,TORPEDO II/MICHAEL S,7,1,3,4,6,0.339683,0.349126,0,0.00042
JACKHAMMER,JACKHAMMER,3,10,23,33,6,0.375346,0.393406,1433.937427,0.015919
COGGER,COGGER,7,11,3,14,6,0.313477,0.322345,16.429186,0.009936
KRUEL/VICTOR KRUELLE,KRUEL/VICTOR KRUELLE,7,10,10,20,6,0.344323,0.355282,60.589755,0.008746
"STITHY, THEODORE","STITHY, THEODORE",7,4,5,9,6,0.320662,0.329691,10.466023,0.005172
"GARRETT, JOHN","GARRETT, JOHN",7,11,7,18,6,0.339967,0.349385,14.627764,0.016019
HELLSPAWN,HELLSPAWN,7,3,3,6,6,0.329124,0.337225,1.542307,0.005306
ELAMRON,ELAMRON,6,5,5,10,6,0.343722,0.353615,0,0.002272
"LUMPKIN, WILLIE | TI","LUMPKIN, WILLIE | TI",3,23,2,25,6,0.345239,0.356386,0,0.032231
"MCCALL, MEREDITH | T","MCCALL, MEREDITH | T",3,21,4,25,6,0.345748,0.357206,0,0.031467
"MURDOCK, MATT | TIME","MURDOCK, MATT | TIME",3,18,7,25,6,0.351527,0.36453,0,0.027217
"GRIMM, BEN | TIMESLI","GRIMM, BEN | TIMESLI",3,16,9,25,6,0.354449,0.368082,0,0.023159
DR. DOOM | TIMESLIDE,DR. DOOM | TIMESLIDE,3,14,11,25,6,0.354511,0.368273,0,0.022642
"STORM, SUE | TIMESLI","STORM, SUE | TIMESLI",3,13,12,25,6,0.354552,0.368383,0,0.022475
"STARK, HOWARD | TIME","STARK, HOWARD | TIME",3,11,14,25,6,0.366968,0.383016,0,0.016883
"STARK, MARIA | TIMES","STARK, MARIA | TIMES",3,10,15,25,6,0.367012,0.383126,0,0.016745
"JARVIS, EDWIN | TIME","JARVIS, EDWIN | TIME",3,9,16,25,6,0.367056,0.383235,0,0.016609
"PARKER, MAY | TIMESL","PARKER, MAY | TIMESL",3,5,20,25,6,0.368854,0.38564,0,0.011611
"PARKER, PETER | TIME","PARKER, PETER | TIME",3,2,23,25,6,0.372595,0.39008,0,0.00486
"FORD, GERALD","FORD, GERALD",6,1,3,4,6,0.342064,0.351265,0,0.001589
KAA,KAA,6,8,5,13,6,0.360142,0.375228,12.679033,0.015376
DEVASTATOR/KIROV PET,DEVASTATOR/KIROV PET,6,1,2,3,6,0.342045,0.351183,0,0.001589
FUSION/MARKLEY,FUSION/MARKLEY,7,7,6,13,6,0.338532,0.347942,56.258984,0.006242
BARKER,BARKER,7,6,6,12,6,0.338532,0.347942,0.629574,0.00613
"MCCULLOUGH, DR. ANDR","MCCULLOUGH, DR. ANDR",7,0,8,8,6,0.355951,0.369133,0,0
"EARLE, CARYN","EARLE, CARYN",7,9,3,12,6,0.311762,0.320897,8.087572,0.011116
"WILLIFORD, BRENT","WILLIFORD, BRENT",7,1,7,8,6,0.355913,0.36903,0,0.000055
FREDD,FREDD,8,5,9,14,6,0.333936,0.343185,3.897277,0.003843
WALKER,WALKER,8,7,5,12,6,0.333589,0.342174,1.609893,0.01169
"OLAFSON, ERIC","OLAFSON, ERIC",8,7,4,11,6,0.333097,0.341422,0,0.01169
PICARO/FELIPE,PICARO/FELIPE,3,5,8,13,5,0.388843,0.407225,0,0.010532
NOVA III/FRANKIE RAY,NOVA III/FRANKIE RAY,2,1,10,11,5,0.371936,0.388493,0,0.000429
"BLAKE, KENT","BLAKE, KENT",7,1,1,2,6,0.352666,0.364765,0,0.001176
BALOR,BALOR,3,19,17,36,5,0.383247,0.401664,233.573173,0.037359
ELATHAN,ELATHAN,3,13,9,22,6,0.368342,0.38441,19.023723,0.028612
CETHLANN,CETHLANN,3,12,12,24,6,0.37031,0.386951,22.396574,0.028417
INDECH,INDECH,3,8,16,24,5,0.378373,0.396294,36.586749,0.023498
TETHRA,TETHRA,3,11,14,25,6,0.370377,0.387143,13.218458,0.024461
DULB,DULB,3,10,14,24,6,0.370377,0.387143,3.723984,0.016159
INTELLIGENTSIA,INTELLIGENTSIA,6,1,7,8,6,0.341911,0.352785,0,0.000547
"YORK, SANDY","YORK, SANDY",4,1,7,8,6,0.325871,0.332757,0,0.000214
HURRICANE II,HURRICANE II,4,7,4,11,6,0.325819,0.332511,2.110991,0.002985
"BAPTISTE, TANTE MATT","BAPTISTE, TANTE MATT",19,0,5,5,6,0.32671,0.334937,0,0
"STOKER, OLIVIER","STOKER, OLIVIER",19,5,0,5,0,0,0,0,0.002828
ANIELLE,ANIELLE,19,4,1,5,1,1,1,0,0.002759
SYBIL,SYBIL,19,3,2,5,1,1,1,0,0.00269
SISTER KATRINA,SISTER KATRINA,19,2,3,5,1,1,1,0,0.002622
MARAUDER,MARAUDER,7,14,13,27,5,0.373507,0.390594,437.723023,0.022449
"HILL, GEORGE","HILL, GEORGE",2,0,3,3,6,0.347717,0.359014,0,0
"WILFORD, ETHAN","WILFORD, ETHAN",3,9,9,18,6,0.374103,0.390996,13.42412,0.017478
MAGNOR,MAGNOR,15,9,4,13,6,0.255199,0.259179,0,0.000972
GRANITOR,GRANITOR,15,4,7,11,6,0.265335,0.271249,0,0.00051
"SIMON, FELIX","SIMON, FELIX",15,11,15,26,6,0.350941,0.364194,6289.768625,0.001104
KOSHIMA,KOSHIMA,2,11,1,12,6,0.290277,0.297991,0,0.017934
GAARD/JOHNNY STORM E,GAARD/JOHNNY STORM E,2,15,13,28,6,0.362475,0.377584,154.253039,0.026095
"MARIN, DR.","MARIN, DR.",1,14,9,23,6,0.363924,0.379032,267.69086,0.004101
"RATLIFF, OFFICER LAR","RATLIFF, OFFICER LAR",1,3,8,11,6,0.324122,0.331287,0,0.000458
DAY,DAY,1,11,6,17,6,0.32932,0.337523,8.818435,0.009252
GARM,GARM,14,3,2,5,6,0.305347,0.314393,0,0.003845
SPHINX II,SPHINX II,1,39,31,70,6,0.351305,0.365472,568.240759,0.043565
ASYLUM/,ASYLUM/,1,19,20,39,6,0.358744,0.373482,51.355207,0.02732
"JANES, FATHER MICHAE","JANES, FATHER MICHAE",1,35,19,54,6,0.354181,0.367798,345.931925,0.026345
"SHAUNEGHANN, MICHAEL","SHAUNEGHANN, MICHAEL",1,28,20,48,6,0.356,0.370383,269.903926,0.024583
"YAMIR, SASHA","YAMIR, SASHA",1,28,4,32,6,0.325627,0.333451,0,0.024583
"BARRENOS, OMAR","BARRENOS, OMAR",1,26,11,37,6,0.340726,0.351205,17.912577,0.023946
BEEF/,BEEF/,1,11,23,34,6,0.35086,0.364448,17.545656,0.010396
BEVATRON/,BEVATRON/,1,11,26,37,6,0.351143,0.364981,36.214426,0.013406
"HO, LI MUAN","HO, LI MUAN",1,16,27,43,6,0.351163,0.365063,99.802861,0.020096
COLLECTIVE MAN II,COLLECTIVE MAN II,4,10,1,11,7,0.247304,0.250599,0,0.008107
NUWA,NUWA,4,9,2,11,7,0.247324,0.250708,0,0.00801
JARDINE,JARDINE,4,14,13,27,6,0.345455,0.357263,6.568102,0.018342
"SCICLUNA, MICHELE","SCICLUNA, MICHELE",4,11,10,21,6,0.344674,0.356075,1.961404,0.015838
THREADGOLD,THREADGOLD,4,2,16,18,6,0.349513,0.362076,0.076923,0.003161
MASTERMIND II/BOWERS,MASTERMIND II/BOWERS,3,0,2,2,5,0.344906,0.357437,0,0
RAMROD,RAMROD,3,10,3,13,5,0.35375,0.367508,0.603529,0.012492
ACBA,ACBA,6,16,18,34,6,0.348574,0.361343,0,0.014196
EGMA,EGMA,6,12,22,34,6,0.349113,0.362273,0,0.011995
EDDA,EDDA,6,6,28,34,6,0.357944,0.373258,0,0.00466
MARVEL BOY VI,MARVEL BOY VI,6,37,36,73,6,0.382215,0.401498,2402.045611,0.063259
STYGIAN STARBENDER,STYGIAN STARBENDER,6,29,20,49,6,0.348077,0.361062,264.0687,0.034605
TRANTRA,TRANTRA,6,11,27,38,6,0.352055,0.366377,80.696279,0.010391
REE,REE,6,18,21,39,6,0.347304,0.360297,140.013682,0.020365
SARDAN,SARDAN,6,13,7,20,6,0.33014,0.338719,0,0.014988
FAITH,FAITH,6,2,18,20,6,0.347047,0.359655,0,0.001141
THERMO II/,THERMO II/,6,4,11,15,6,0.332842,0.34254,0,0.004391
ANOMALY,ANOMALY,6,8,12,20,6,0.358723,0.372706,0,0.012099
KID REAPER,KID REAPER,6,31,23,54,6,0.392825,0.412338,177.049426,0.051446
"MARTINEZ, ALITHA","MARTINEZ, ALITHA",7,29,10,39,6,0.374195,0.391173,0,0.034831
"LAMY, KELLY","LAMY, KELLY",7,27,12,39,6,0.379858,0.397664,0,0.031003
"PALMIOTTI, JIMMY","PALMIOTTI, JIMMY",7,25,14,39,6,0.38,0.397937,0,0.029809
"DAKESIAN, NANCI","DAKESIAN, NANCI",7,23,16,39,6,0.382071,0.400383,0,0.028438
"QUESADA, JOE","QUESADA, JOE",7,21,18,39,6,0.382215,0.400656,0,0.027812
"SMITH, KEVIN","SMITH, KEVIN",7,17,22,39,6,0.383778,0.402569,0,0.025023
"EVERETT, BILL","EVERETT, BILL",7,11,28,39,6,0.38773,0.407228,0,0.013218
"MCKENZIE, LYDIA","MCKENZIE, LYDIA",7,15,31,46,6,0.387804,0.407474,339.929869,0.020286
"QUINN, ASHLEY","QUINN, ASHLEY",7,6,33,39,6,0.396502,0.416751,0,0.003823
"MILLER, FRANK","MILLER, FRANK",7,1,38,39,6,0.397847,0.418446,0,0.000386
GABRIEL III,GABRIEL III,7,8,6,14,6,0.346082,0.357652,1.738908,0.012532
BAAL II,BAAL II,7,3,3,6,6,0.337689,0.346475,0,0.002836
"FRANKLIN, JEREMY","FRANKLIN, JEREMY",7,12,11,23,6,0.357713,0.371386,389.867878,0.007199
"STAHL, VERONICA","STAHL, VERONICA",7,2,5,7,6,0.354634,0.367443,0,0.00051
"HECK, DON","HECK, DON",2,0,10,10,6,0.342274,0.352907,0,0
"ROMITA, JOHN","ROMITA, JOHN",2,7,3,10,6,0.339003,0.348251,0,0.004032
"TRIMPE, HERB","TRIMPE, HERB",2,6,4,10,6,0.339041,0.34836,0,0.003956
"SEVERIN, MARIE","SEVERIN, MARIE",2,2,8,10,6,0.342026,0.352446,0,0.000326
"MURPHY, JOBOA","MURPHY, JOBOA",1,6,8,14,6,0.355068,0.368071,0,0.014316
MOBIUS,MOBIUS,2,5,1,6,7,0.30369,0.310861,0,0.01705
DOCTOR MANDIBUS,DOCTOR MANDIBUS,8,7,5,12,6,0.330892,0.339905,0,0.009374
"THORPE, GAVIN","THORPE, GAVIN",7,14,7,21,6,0.337371,0.346877,42.673699,0.013033
CRIME-MASTER/NICK LU,CRIME-MASTER/NICK LU,7,7,3,10,6,0.320932,0.330237,0.254397,0.012165
"DOMANI, DINO","DOMANI, DINO",3,2,0,2,0,0,0,0,0.003959
"ROMANO, TONY","ROMANO, TONY",3,1,1,2,1,1,1,0,0.003886
"PIKE, FRISCO","PIKE, FRISCO",3,6,2,8,6,0.321542,0.32965,0,0.005682
OLD WOMAN,OLD WOMAN,3,17,10,27,5,0.336757,0.346836,10.729135,0.018877
WARFIST,WARFIST,3,16,12,28,5,0.358259,0.372635,32.884514,0.018715
"MILLER, TRACE","MILLER, TRACE",3,7,8,15,5,0.348156,0.361379,14.943077,0.003088
"MENDELSON, DR. MACK","MENDELSON, DR. MACK",3,3,10,13,6,0.344207,0.355974,954.714791,0.002106
COLD WARRIOR,COLD WARRIOR,3,1,5,6,6,0.340688,0.351407,0,0.001854
DEATHTOLL,DEATHTOLL,3,9,3,12,6,0.319956,0.327931,1.017857,0.002962
LEVITICUS,LEVITICUS,3,1,4,5,6,0.31999,0.32804,0,0.000165
KARSANO,KARSANO,7,1,3,4,6,0.352972,0.365284,0,0.000125
ISIS,ISIS,14,8,11,19,6,0.353258,0.366126,2.288517,0.01053
"PARKER, MAY III","PARKER, MAY III",7,15,9,24,6,0.335202,0.345958,0,0.019015
"HATCHWAY, VERNON","HATCHWAY, VERNON",3,4,32,36,6,0.36061,0.376693,6.357127,0.004235
"RIORDAN, JIMMY","RIORDAN, JIMMY",3,0,13,13,6,0.352601,0.36615,0,0
AJES'HA,AJES'HA,3,8,7,15,6,0.348275,0.360677,0,0.010591
CURSED LOTUS,CURSED LOTUS,0,3,4,7,6,0.307332,0.314114,0,0.000749
WILD TIGER/DENG LING,WILD TIGER/DENG LING,0,5,4,9,6,0.307332,0.314114,1,0.00087
"WOO, MAI YIN","WOO, MAI YIN",0,5,3,8,6,0.307316,0.314032,0,0.00087
"WOO, CHOW YUN","WOO, CHOW YUN",0,5,3,8,6,0.307316,0.314032,0,0.00087
BERSERKER III,BERSERKER III,8,18,3,21,6,0.343761,0.355599,0,0.039364
MENDICUS,MENDICUS,2,21,16,37,6,0.336089,0.346576,45.444984,0.017484
HELLFIRE/MIKAL DRAGO,HELLFIRE/MIKAL DRAGO,7,2,4,6,7,0.286499,0.294072,6184.276856,0.003667
