Id,Label,modularity_class,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
M,M,4,93,91,184,6,0.389712,0.412486,16638.311496,0.100353
SYNCH/EVERETT THOMAS,SYNCH/EVERETT THOMAS,4,161,127,288,6,0.41215,0.437339,59385.35,0.172282
"SZARDOS, MARGALI","SZARDOS, MARGALI",4,91,92,183,5,0.438084,0.458775,18546.640849,0.129216
BROTHER ROYAL,BROTHER ROYAL,4,15,3,18,6,0.348196,0.359567,35.37607,0.047891
"VAN HELSING, RACHEL","VAN HELSING, RACHEL",6,18,12,30,6,0.34241,0.35326,391.305469,0.02907
"GREY, DR. JOHN","GREY, DR. JOHN",4,114,105,219,6,0.409274,0.433527,12097.372328,0.168466
"GRUENWALD, MARK","GRUENWALD, MARK",4,25,2,27,6,0.33857,0.34806,0,0.052128
"SHOOTER, JIM","SHOOTER, JIM",4,25,12,37,6,0.371958,0.388337,129.661784,0.053515
"JONES, LOUISE","JONES, LOUISE",4,24,15,39,6,0.360759,0.375493,114.991811,0.046183
IMPOSSIBLE MAN,IMPOSSIBLE MAN,2,78,79,157,6,0.417454,0.439854,4590.557686,0.113592
"NOCENTI, ANN","NOCENTI, ANN",4,4,26,30,6,0.385403,0.404462,45.891045,0.005035
NUKE,NUKE,6,27,16,43,6,0.361486,0.376463,6.261013,0.04255
AMPHIBIAN/KINGLEY RI,AMPHIBIAN/KINGLEY RI,6,41,44,85,5,0.396271,0.416981,9472.472448,0.073059
"MASTERS, DR. AUGUST","MASTERS, DR. AUGUST",6,26,23,49,6,0.38083,0.399276,112.139871,0.053931
"THAMES, SERIPHA","THAMES, SERIPHA",6,0,9,9,6,0.32629,0.33385,0,0
HELLSTORM DOPPELGANG,HELLSTORM DOPPELGANG,6,9,1,10,6,0.314139,0.320697,0,0.005743
YANDROTH,YANDROTH,6,26,7,33,6,0.357461,0.37093,70.805052,0.058534
SUMO,SUMO,4,23,26,49,6,0.346633,0.359545,97.978429,0.027542
FERAL/MARIA CALLASAN,FERAL/MARIA CALLASAN,4,128,137,265,6,0.426742,0.451555,16735.280711,0.153435
BRUTE II/,BRUTE II/,4,8,17,25,6,0.337427,0.348836,2.571215,0.007111
HUMP/,HUMP/,4,4,15,19,6,0.335442,0.346253,0,0.003456
MASQUE,MASQUE,4,85,100,185,6,0.383272,0.406266,3655.096553,0.113294
CUTTHROAT/DANIEL LEI,CUTTHROAT/DANIEL LEI,3,26,28,54,6,0.369077,0.386397,395.206754,0.036533
"WINGFOOT, WYATT","WINGFOOT, WYATT",2,107,87,194,5,0.413884,0.436828,19580.494321,0.148813
"ZEDRAO, GENERAL","ZEDRAO, GENERAL",3,68,14,82,6,0.37915,0.39703,150.433664,0.176674
LEVAN,LEVAN,3,19,20,39,6,0.374333,0.392116,96.132307,0.038147
GUNTHAR II,GUNTHAR II,3,36,35,71,5,0.397458,0.417732,398.568613,0.077028
SHADOW KING/AMAHL FA,SHADOW KING/AMAHL FA,4,90,73,163,6,0.38,0.401101,1291.947032,0.138554
PALADIN/PAUL DENNIS,PALADIN/PAUL DENNIS,3,164,231,395,5,0.469804,0.49163,57816.734419,0.181159
BARON BRIMSTONE/,BARON BRIMSTONE/,3,27,9,36,6,0.349273,0.360655,146.572561,0.064632
"LECLAIRE, PROFESSOR","LECLAIRE, PROFESSOR",3,12,14,26,5,0.392749,0.411611,84.457774,0.029053
GRONK,GRONK,6,33,55,88,6,0.391037,0.412114,788.956042,0.047526
PHOBIUS,PHOBIUS,6,56,50,106,6,0.389513,0.410289,1446.547195,0.075251
HELIO,HELIO,6,43,59,102,6,0.404846,0.426529,1718.370206,0.054806
SKUNGE,SKUNGE,3,19,11,30,6,0.365341,0.381273,38.609675,0.04118
JORRO,JORRO,3,16,8,24,6,0.346023,0.357542,16.274821,0.039997
APOLLO [GREEK GOD],APOLLO [GREEK GOD],14,39,51,90,6,0.390411,0.411267,879.265104,0.060413
NINA,NINA,4,27,28,55,6,0.367122,0.384055,97.925377,0.048843
"MAJCOMB, RENEE","MAJCOMB, RENEE",4,28,18,46,6,0.368008,0.384465,72.141449,0.04198
CEREBRITE ALPHA,CEREBRITE ALPHA,4,8,14,22,6,0.359908,0.374654,1.702343,0.020214
CEREBRITE BETA,CEREBRITE BETA,4,14,14,28,6,0.359124,0.373698,49.783518,0.029959
CEREBRO,CEREBRO,4,13,23,36,6,0.360099,0.375611,164.658577,0.024892
"JONES, WILLIAM","JONES, WILLIAM",4,2,8,10,6,0.35336,0.367238,0,0.008133
VINDALOO/,VINDALOO/,4,42,31,73,6,0.368921,0.386629,96.00455,0.070468
UNUSCIONE,UNUSCIONE,4,68,63,131,6,0.385964,0.407318,2084.595466,0.091903
KAMAL,KAMAL,4,34,21,55,6,0.359166,0.374326,152.752505,0.048679
KATH,KATH,4,49,22,71,6,0.364882,0.38115,243.813038,0.07758
NEOPHYTE/,NEOPHYTE/,4,36,39,75,6,0.379055,0.398593,134.209961,0.052296
FERRIS,FERRIS,4,30,36,66,6,0.373164,0.391182,110.750803,0.051103
MELLENCAMP,MELLENCAMP,4,38,36,74,6,0.376621,0.395587,152.625086,0.056698
ASTRA II,ASTRA II,4,19,29,48,6,0.3651,0.381841,96.893403,0.038549
JOSEPH,JOSEPH,4,84,110,194,6,0.440775,0.462193,22476.874837,0.152817
MERCURY III/,MERCURY III/,4,14,15,29,6,0.354511,0.368219,61.573956,0.02055
"REINMAN, PAULA","REINMAN, PAULA",4,17,7,24,6,0.352157,0.364803,23.010046,0.027546
RAPTURE/SISTER JOY,RAPTURE/SISTER JOY,4,15,12,27,6,0.353401,0.366661,56.060553,0.027245
CHAOS/DANIEL DASH,CHAOS/DANIEL DASH,4,18,5,23,6,0.341815,0.352268,2.344324,0.028203
CRUX/CRISTAL LEMIUEX,CRUX/CRISTAL LEMIUEX,4,13,11,24,6,0.352258,0.365158,20.612778,0.023111
GREY KING/ADDISON FA,GREY KING/ADDISON FA,4,6,18,24,6,0.357001,0.371498,9.400537,0.009985
LANDSLIDE II/LEE BRO,LANDSLIDE II/LEE BRO,4,8,17,25,6,0.354552,0.368383,12.579555,0.015925
APE MAN/GORDON MONK,APE MAN/GORDON MONK,7,31,36,67,5,0.396425,0.416566,1208.861899,0.071563
POSITRON/RONNIE,POSITRON/RONNIE,4,83,53,136,6,0.401832,0.423332,25516.310171,0.120666
ARIEL II,ARIEL II,4,25,22,47,6,0.37189,0.389271,123.419886,0.03992
CHANCE,CHANCE,4,13,19,32,6,0.358491,0.373296,18.880768,0.019445
SILVER SURFER IMPOST,SILVER SURFER IMPOST,2,41,33,74,6,0.420998,0.440643,88.993811,0.113007
"BOWMAN, MAJ.","BOWMAN, MAJ.",2,2,9,11,5,0.389165,0.407479,0,0.00849
"DUNCAN, FRED","DUNCAN, FRED",4,16,15,31,6,0.363685,0.379073,142.957204,0.032474
JIGSAW,JIGSAW,7,23,14,37,6,0.337857,0.34906,13613.672596,0.026389
"MCCOY, EDNA ANDREWS","MCCOY, EDNA ANDREWS",4,17,33,50,6,0.385452,0.404708,470.958436,0.026906
EL CONQUISTADOR,EL CONQUISTADOR,4,6,8,14,6,0.356875,0.370356,19.54152,0.019808
"MCCOY, NORTON","MCCOY, NORTON",4,15,25,40,6,0.382311,0.401107,293.995842,0.022715
"CARTER, BRAD","CARTER, BRAD",3,13,5,18,6,0.28856,0.296409,6423.770392,0.0134
KABALLA,KABALLA,14,8,3,11,6,0.320174,0.327455,24845.404135,0.005162
"DOCKERY, RUPERT","DOCKERY, RUPERT",7,11,6,17,6,0.354449,0.367238,321.602451,0.009853
"MAYE, APRIL","MAYE, APRIL",7,26,15,41,6,0.361744,0.376655,530.06446,0.031115
"MULLANY, MIKE","MULLANY, MIKE",7,4,4,8,7,0.305485,0.314892,1.663588,0.008155
"BUSHKIN, BARNEY","BUSHKIN, BARNEY",7,50,44,94,6,0.370107,0.388255,2441.854073,0.046987
"WHITMAN, DEBRA","WHITMAN, DEBRA",7,68,61,129,6,0.398784,0.420585,3693.357085,0.083171
"JONES, SANDY","JONES, SANDY",7,27,19,46,6,0.358849,0.373326,90.439639,0.029587
"BAXTER, ABIGAIL","BAXTER, ABIGAIL",2,16,4,20,6,0.353996,0.366432,4.125555,0.035678
HELLSCOUT/KENNETH TE,HELLSCOUT/KENNETH TE,2,17,6,23,6,0.367587,0.383115,32.945102,0.036155
AWESOME ANDROID,AWESOME ANDROID,2,23,19,42,6,0.381856,0.400257,123.119781,0.050235
"BAXTER, NOAH","BAXTER, NOAH",2,31,22,53,6,0.388249,0.407291,904.934388,0.051892
JANUS,JANUS,2,23,12,35,6,0.362777,0.377761,102.493057,0.047633
GORNKAI,GORNKAI,2,13,15,28,6,0.366968,0.38294,27.979601,0.032109
"HARROW, DR. JONAS","HARROW, DR. JONAS",7,16,18,34,6,0.372777,0.390078,41.000153,0.020362
"TENNYSON, JACOB","TENNYSON, JACOB",2,0,9,9,6,0.375963,0.393068,0,0
"OLSEN, JIMMY","OLSEN, JIMMY",2,6,13,19,6,0.367986,0.384003,123.857388,0.018073
"ALLEN, TERRY","ALLEN, TERRY",2,4,7,11,6,0.349493,0.360999,0,0.017836
STELLARAX,STELLARAX,3,7,7,14,6,0.335055,0.344819,0,0.010538
"RAVEN, SABBATH","RAVEN, SABBATH",7,5,5,10,6,0.372026,0.38831,35.191934,0.001836
PATHWAY/LAURA DEAN,PATHWAY/LAURA DEAN,8,71,67,138,6,0.416912,0.438569,6487.965415,0.110123
JADE DRAGON/DEI GUAN,JADE DRAGON/DEI GUAN,8,19,34,53,6,0.393281,0.413292,1138.768354,0.028887
GOBLYN,GOBLYN,8,60,63,123,6,0.408315,0.430158,3078.254317,0.097018
SNAKE,SNAKE,8,13,12,25,6,0.328521,0.336604,12251.415821,0.010848
OX IV,OX IV,8,17,13,30,6,0.334705,0.344354,236.987714,0.016274
RAT,RAT,8,12,4,16,6,0.32554,0.332511,0.422764,0.010518
RABBIT,RABBIT,8,17,8,25,6,0.32561,0.332839,92.535388,0.017903
PARALYZER,PARALYZER,6,41,49,90,6,0.406059,0.427259,897.390536,0.065409
CRUCIBLE/BYRON CALLE,CRUCIBLE/BYRON CALLE,6,59,56,115,6,0.401567,0.423187,1646.548881,0.091673
SLITHER,SLITHER,6,48,56,104,6,0.402601,0.424198,1286.70622,0.080771
METEORITE,METEORITE,6,51,43,94,6,0.400854,0.421848,1043.13458,0.077389
OCCULT,OCCULT,6,36,62,98,6,0.403,0.42504,2494.381547,0.055953
AQUARIAN/WUNDARR,AQUARIAN/WUNDARR,2,56,45,101,6,0.412736,0.433757,1597.183785,0.117262
"WILBURN, MYRON","WILBURN, MYRON",2,6,18,24,6,0.401092,0.420449,56.18912,0.018706
FANG,FANG,3,2,1,3,6,0.355502,0.368511,0,0.000957
RAPIER,RAPIER,3,22,19,41,6,0.358638,0.373102,271.976409,0.016905
"SAUNDERS, KRISTINE","SAUNDERS, KRISTINE",7,11,12,23,6,0.367211,0.383076,29.723552,0.014584
"KANE, MARCY/KAINA","KANE, MARCY/KAINA",7,39,46,85,6,0.387361,0.407818,755.586837,0.040393
PUMA/THOMAS FIREHEAR,PUMA/THOMAS FIREHEAR,7,81,73,154,6,0.401938,0.424567,5795.188171,0.090357
SHAMAN II,SHAMAN II,7,4,12,16,6,0.379622,0.397349,15.892359,0.010359
BRIGHTSWORD/CARTER D,BRIGHTSWORD/CARTER D,14,35,53,88,6,0.376993,0.396644,7771.377884,0.023489
HIGHNOTE/RAOUL HERNA,HIGHNOTE/RAOUL HERNA,14,30,23,53,6,0.343567,0.355659,4837.007043,0.020372
CALCULUS/JAHAHAREL P,CALCULUS/JAHAHAREL P,14,33,42,75,6,0.388076,0.408417,14345.836603,0.032507
GENII/JASON KIMBALL,GENII/JASON KIMBALL,14,56,30,86,6,0.364642,0.380877,9035.420465,0.037855
MINDSINGER/GREGOR,MINDSINGER/GREGOR,14,16,15,31,6,0.336478,0.347221,1872.929681,0.00691
DAYDREAMER/CATHERINE,DAYDREAMER/CATHERINE,14,35,17,52,6,0.33872,0.349494,4124.386011,0.022693
SPLICE/CHANDRA KU,SPLICE/CHANDRA KU,14,26,25,51,6,0.360546,0.376105,2672.373932,0.013991
VARUA/MIRA,VARUA/MIRA,14,24,29,53,6,0.361572,0.377622,3555.007541,0.01216
MOONSTALKER/KIANA,MOONSTALKER/KIANA,14,26,26,52,6,0.360291,0.375887,3051.762164,0.014136
HARVEST/CHI LO,HARVEST/CHI LO,14,39,49,88,6,0.376342,0.395674,6666.548539,0.022705
CADUCEUS,CADUCEUS,14,14,37,51,6,0.370422,0.388091,2789.27178,0.001987
"LYNNE, MONICA","LYNNE, MONICA",6,70,67,137,5,0.411761,0.433626,31108.867922,0.098592
WINDEAGLE/HECTOR SAN,WINDEAGLE/HECTOR SAN,6,2,2,4,6,0.328628,0.337012,0,0.003384
NIGHTSHADE/TILDA,NIGHTSHADE/TILDA,3,80,82,162,6,0.410762,0.433546,4876.897876,0.076632
MOONHUNTER/ZACK MOON,MOONHUNTER/ZACK MOON,3,41,57,98,5,0.394936,0.416328,2171.904174,0.059734
FEROCIA/,FEROCIA/,3,51,19,70,6,0.369973,0.38644,253.273455,0.044783
DRUID/DREDMUND CROMW,DRUID/DREDMUND CROMW,3,26,28,54,6,0.393433,0.413215,242.910735,0.043623
"MORLAK, MARIS","MORLAK, MARIS",2,43,34,77,6,0.401118,0.421719,1253.051342,0.103726
"SHINSKI, PROFESSOR W","SHINSKI, PROFESSOR W",2,41,43,84,6,0.403426,0.42437,2945.278782,0.079789
GRANDMASTER/EN DWI G,GRANDMASTER/EN DWI G,3,133,121,254,5,0.444113,0.465645,23921.231224,0.224423
IKARIS/IKE HARRIS [E,IKARIS/IKE HARRIS [E,14,198,135,333,6,0.418715,0.444346,44138.552792,0.28468
THENA,THENA,14,160,165,325,5,0.430629,0.456378,36401.160685,0.172904
"PUENTES, DONNA MARIA","PUENTES, DONNA MARIA",3,36,13,49,6,0.359293,0.373807,292.050796,0.051373
PUDDLEGULP,PUDDLEGULP,14,16,48,64,6,0.381951,0.401894,350.435181,0.021648
BLOCKBUSTER III/MICH,BLOCKBUSTER III/MICH,4,17,54,71,6,0.381951,0.402017,110.625875,0.026961
HARPOON,HARPOON,4,44,80,124,6,0.395525,0.418181,409.172557,0.075336
ARCLIGHT/PHILLIPA SO,ARCLIGHT/PHILLIPA SO,4,73,131,204,6,0.413912,0.439312,5176.800983,0.105259
VERTIGO II,VERTIGO II,4,78,111,189,6,0.419781,0.443698,5108.943914,0.090936
COLDHEART,COLDHEART,7,6,0,6,0,0,0,0,0.006964
"MACENDALE, JASON JR.","MACENDALE, JASON JR.",7,3,3,6,7,0.295609,0.304265,0,0.006072
"MACENDALE, KAREN","MACENDALE, KAREN",7,1,5,6,6,0.352951,0.365366,0,0.001271
"CODY, GARY","CODY, GARY",8,61,38,99,6,0.382406,0.401858,3080.050009,0.105514
CENTURIUS,CENTURIUS,3,8,1,9,7,0.223948,0.227579,0,0.00796
"WERNER, P.D.Q.","WERNER, P.D.Q.",3,4,5,9,6,0.335515,0.344895,720.96229,0.003091
SAT-YR-9,SAT-YR-9,4,23,27,50,6,0.358533,0.374182,142.459589,0.024434
"STUART, DR. ALISTAIR","STUART, DR. ALISTAIR",4,88,66,154,6,0.38924,0.411089,4508.389937,0.117833
"SATURNYNE, OPAL LUNA","SATURNYNE, OPAL LUNA",4,34,61,95,6,0.404229,0.426023,828.574293,0.036586
VIXEN,VIXEN,4,15,11,26,6,0.339116,0.349298,7.524552,0.01868
"STUART, BRIG. ALYSAN","STUART, BRIG. ALYSAN",4,62,51,113,6,0.378561,0.398625,1206.00018,0.08104
CRUSADER X/BRIAN BRA,CRUSADER X/BRIAN BRA,4,9,17,26,6,0.352523,0.366385,69.351251,0.012671
"STEELE, MARCY MASTER","STEELE, MARCY MASTER",14,80,75,155,6,0.401938,0.424731,7675.661789,0.117028
SURTUR,SURTUR,14,50,54,104,6,0.394553,0.415841,1465.413864,0.070055
TAGAR,TAGAR,14,52,43,95,6,0.373233,0.39187,5857.084216,0.045432
VIPER/JORDON DIXON,VIPER/JORDON DIXON,3,18,12,30,6,0.359145,0.373302,15.41441,0.02141
"MULDOON, SGT. BRIAN","MULDOON, SGT. BRIAN",3,16,23,39,5,0.379692,0.397893,112.540803,0.023242
"TAYLOR, LEILA","TAYLOR, LEILA",3,45,44,89,5,0.395423,0.416065,1745.543999,0.054723
MANGOG,MANGOG,14,29,30,59,6,0.354284,0.368468,142.670103,0.028101
BLACK TOM CASSIDY,BLACK TOM CASSIDY,4,93,92,185,6,0.40889,0.432221,15570.186271,0.128912
"KILLBREW, DR.","KILLBREW, DR.",4,11,8,19,6,0.331594,0.342083,162.227201,0.006886
"PEYER, DANNY","PEYER, DANNY",4,6,4,10,6,0.323331,0.332076,0,0.006071
"STRANG, COL./LT. GAR","STRANG, COL./LT. GAR",3,35,30,65,6,0.371324,0.388826,15982.999821,0.054217
"ROMMEL, EDWIN ROMULU","ROMMEL, EDWIN ROMULU",3,30,20,50,6,0.374172,0.391646,3818.754626,0.025518
SALTZ/,SALTZ/,3,15,15,30,6,0.350336,0.362819,4018.40366,0.018399
GUILOTINE,GUILOTINE,3,21,11,32,6,0.352564,0.36524,450.934851,0.024855
"MASON, JOHN","MASON, JOHN",3,0,5,5,6,0.357394,0.371,0,0
PRINCESS FEN [ATLANT,PRINCESS FEN [ATLANT,10,10,12,22,6,0.368943,0.385235,43.659999,0.021069
"ROGERS, CAPT. STEVEN","ROGERS, CAPT. STEVEN",14,8,5,13,6,0.356188,0.369563,7805.484843,0.010578
"TAUREY, SIR WILLIAM","TAUREY, SIR WILLIAM",14,5,1,6,7,0.26265,0.267748,1.124242,0.006239
"GREEN, JAMES","GREEN, JAMES",14,3,4,7,6,0.356021,0.36929,1.124242,0.005972
"STONE, LT. MARCUS","STONE, LT. MARCUS",14,107,112,219,5,0.431635,0.454741,15338.674888,0.140038
"MICHEL, RAFE","MICHEL, RAFE",3,15,22,37,5,0.376458,0.394231,70.603055,0.02976
SCORPION/MACDONALD G,SCORPION/MACDONALD G,7,85,73,158,5,0.41837,0.440449,15844.813118,0.102686
"FULLERTON, MARY ELLE","FULLERTON, MARY ELLE",1,6,0,6,0,0,0,0,0.008345
"CARLISLE, PHILLIP","CARLISLE, PHILLIP",1,32,35,67,6,0.389663,0.409269,1608.312231,0.035336
"CARLISLE, MELISSA BO","CARLISLE, MELISSA BO",1,5,17,22,6,0.334119,0.343739,0.075362,0.004926
"AYALA, AWILDA","AYALA, AWILDA",7,15,12,27,6,0.329071,0.338047,75.046724,0.009681
GOLDBUG,GOLDBUG,6,22,18,40,6,0.355585,0.369153,494.768148,0.023452
SCREAM,SCREAM,3,33,32,65,6,0.372822,0.390772,1341.499384,0.031089
BEETLE II/LEILA DAVI,BEETLE II/LEILA DAVI,3,50,39,89,6,0.390386,0.41031,1823.399305,0.047215
JOLT/HALLIE TAKAHAMA,JOLT/HALLIE TAKAHAMA,3,179,190,369,5,0.431238,0.458321,57816.621877,0.186341
SMUGGLER II/CONRAD J,SMUGGLER II/CONRAD J,3,34,34,68,6,0.369771,0.387457,1297.73778,0.033487
CHARCOAL/CHARLIE BUR,CHARCOAL/CHARLIE BUR,3,151,172,323,5,0.424544,0.451402,23149.043024,0.151808
METEORITE III/VALERI,METEORITE III/VALERI,3,35,32,67,6,0.369726,0.387293,541.789082,0.034503
HUMUS SAPIEN,HUMUS SAPIEN,3,2,15,17,6,0.364729,0.380434,0,0.000824
MENTALLO,MENTALLO,3,69,82,151,6,0.428451,0.450148,10527.505079,0.111165
"O'CONNELL, TARYN","O'CONNELL, TARYN",6,13,16,29,6,0.359844,0.374346,1107.232363,0.010658
RAZORBACK/,RAZORBACK/,6,18,28,46,5,0.401013,0.420993,4381.766251,0.014255
MAN-KILLER/KATRINA L,MAN-KILLER/KATRINA L,3,96,97,193,5,0.417368,0.440559,7572.885389,0.097185
DYNA-MITE/ROGER AUBR,DYNA-MITE/ROGER AUBR,3,70,60,130,6,0.381665,0.402044,7189.034682,0.057302
WARTON/WARBECK,WARTON/WARBECK,3,30,37,67,6,0.378022,0.397016,250.173015,0.031873
GARABED/BASHUR,GARABED/BASHUR,3,16,4,20,6,0.358028,0.371758,0,0.01288
REBEL/,REBEL/,3,26,12,38,6,0.364185,0.3796,27496.944937,0.023035
"KINGMAN, BILL","KINGMAN, BILL",3,15,19,34,6,0.362971,0.378453,58.602766,0.017633
M'REEL,M'REEL,3,10,23,33,6,0.363468,0.3793,46.096606,0.015256
COMMCAST/GARABED BAS,COMMCAST/GARABED BAS,3,3,17,20,6,0.362841,0.378166,0,0.003294
I.Q./ISHMAEL QUESTOR,I.Q./ISHMAEL QUESTOR,3,6,13,19,6,0.365911,0.381759,2220.78119,0.003749
BUCKY VII/RIKKI BARN,BUCKY VII/RIKKI BARN,3,18,47,65,5,0.419406,0.439903,12609.002934,0.040885
KID COLT II/ELRIC FR,KID COLT II/ELRIC FR,3,3,15,18,6,0.365977,0.381951,1952.734405,0.003185
TORO II/BENITO SERRA,TORO II/BENITO SERRA,3,2,16,18,6,0.366021,0.38206,1952.734405,0.003115
"BURLINGAME, CALVIN","BURLINGAME, CALVIN",3,12,3,15,6,0.320662,0.328721,0,0.015733
BERNARD THE POET,BERNARD THE POET,4,17,15,32,6,0.359696,0.374195,45.806407,0.037789
"GREY, ELAINE","GREY, ELAINE",4,99,85,184,6,0.402707,0.425914,2783.587278,0.15867
DIAMOND HEAD,DIAMOND HEAD,3,3,0,3,0,0,0,0,0.00914
BLOCKBUSTER/,BLOCKBUSTER/,3,2,8,10,6,0.370985,0.387531,139.908153,0.000662
SCARBO,SCARBO,3,8,5,13,5,0.355648,0.369949,55.281366,0.010363
"PACKER, ARTIE","PACKER, ARTIE",0,5,5,10,6,0.315585,0.322471,33.749353,0.002478
HOUSE OF SHADOWS,HOUSE OF SHADOWS,0,4,4,8,6,0.340612,0.350459,146.405063,0.005123
SERPENTYNE,SERPENTYNE,0,4,4,8,6,0.315569,0.322389,0,0.001081
COYOTE,COYOTE,4,15,0,15,0,0,0,0,0.012173
THUNDERBIRD/JOHN PRO,THUNDERBIRD/JOHN PRO,4,43,19,62,6,0.364337,0.380155,774.152417,0.065158
"SMITH, MARTY LOUIS L","SMITH, MARTY LOUIS L",4,15,47,62,6,0.375346,0.394507,1025.348553,0.014092
"WHITECLOUD, MICHAEL","WHITECLOUD, MICHAEL",4,16,9,25,6,0.336089,0.345707,68.405147,0.011861
"SMITH, MANDY","SMITH, MANDY",4,8,7,15,6,0.332135,0.340583,0,0.007345
"EDWARDS, MARTIN/DR.","EDWARDS, MARTIN/DR.",4,20,27,47,6,0.34216,0.353711,12802.995242,0.02256
"LITTLEWING, SUSIE","LITTLEWING, SUSIE",4,2,13,15,6,0.339191,0.3495,0,0.003172
BATTLESTAR/LEMAR HOS,BATTLESTAR/LEMAR HOS,3,92,114,206,5,0.430143,0.453137,19905.445469,0.11168
COTTONMOUTH II,COTTONMOUTH II,3,65,90,155,5,0.401382,0.424627,3148.146233,0.087357
GRIFFIN II/JOHNNY HO,GRIFFIN II/JOHNNY HO,10,47,53,100,6,0.416655,0.437747,3473.404068,0.077182
TITANIA II/MARY SKEE,TITANIA II/MARY SKEE,14,157,186,343,5,0.448951,0.47308,20174.927814,0.241462
QUILL,QUILL,3,42,21,63,6,0.377694,0.395548,218.713491,0.059647
M'DAKA,M'DAKA,3,15,32,47,6,0.367964,0.385121,97.454766,0.017821
CRIMSON COMMANDO/FRA,CRIMSON COMMANDO/FRA,4,84,61,145,6,0.384431,0.405173,3107.832895,0.124998
STONEWALL/LOUIS HAMI,STONEWALL/LOUIS HAMI,4,62,60,122,6,0.386919,0.407878,658.217054,0.095858
MIST MISTRESS,MIST MISTRESS,4,4,15,19,6,0.342795,0.354626,0,0.003529
WILL O' THE WISP/JAC,WILL O' THE WISP/JAC,7,31,32,63,6,0.360632,0.376428,937.744707,0.026883
PROWLER/HOBIE BROWN,PROWLER/HOBIE BROWN,7,102,98,200,5,0.422778,0.445581,15259.617772,0.116063
"TIERS, MICHELLE","TIERS, MICHELLE",7,4,5,9,6,0.325193,0.333038,0,0.003036
ROCKET RACER/ROBERT,ROCKET RACER/ROBERT,7,56,61,117,6,0.398966,0.421042,6847.754772,0.056148
"SLUGANSKI, ERNIE","SLUGANSKI, ERNIE",7,0,2,2,6,0.303332,0.311254,0,0
TOMAZOOMA,TOMAZOOMA,14,26,9,35,6,0.360163,0.374313,297.479334,0.017037
"MAXWELL, DR. WILFRED","MAXWELL, DR. WILFRED",6,21,46,67,5,0.390411,0.411092,706.211824,0.024791
GARDENER/ORD ZYONYZ,GARDENER/ORD ZYONYZ,8,41,38,79,6,0.370625,0.388411,565.332089,0.060079
CRUSADER II/ARTHUR B,CRUSADER II/ARTHUR B,14,9,7,16,6,0.349033,0.360548,406.84142,0.012472
"O'SHAUGNESSY, COLLEE","O'SHAUGNESSY, COLLEE",14,2,0,2,0,0,0,0,0.001271
TUSK,TUSK,4,56,56,112,6,0.409466,0.430997,701.059388,0.106756
HARDRIVE,HARDRIVE,4,72,62,134,6,0.392572,0.414218,1283.984922,0.123577
"FONTAINE, CINDER","FONTAINE, CINDER",4,16,15,31,6,0.382311,0.400492,7476.243435,0.018114
MAINFRAME II,MAINFRAME II,4,23,25,48,6,0.391288,0.41104,122.2697,0.049569
PSYNAPSE,PSYNAPSE,4,48,58,106,6,0.40348,0.425116,628.34893,0.10509
SLAB/KRIS ANDERSON,SLAB/KRIS ANDERSON,4,24,25,49,6,0.370018,0.387329,282.754163,0.036177
RUCKUS,RUCKUS,4,14,17,31,6,0.356813,0.371402,119.992797,0.023661
HAIRBAG/SUGGS,HAIRBAG/SUGGS,4,15,23,38,6,0.363555,0.379505,96.160088,0.020068
GORGEOUS GEORGE,GORGEOUS GEORGE,4,9,11,20,6,0.339173,0.350279,11.921804,0.017632
WITNESS/NESS,WITNESS/NESS,4,33,15,48,6,0.333133,0.343447,25684.139854,0.020389
MANX,MANX,4,6,1,7,7,0.249908,0.254021,0,0.003439
DAWN,DAWN,4,5,2,7,7,0.249928,0.254131,0,0.003366
DUSK III,DUSK III,4,1,6,7,6,0.31952,0.327879,0,0.000148
"CAESAR, JONATHAN","CAESAR, JONATHAN",7,28,33,61,6,0.370265,0.387695,263.887328,0.037412
SHINAR,SHINAR,4,18,13,31,6,0.353873,0.367604,0,0.036727
AUNTIE FREEZE/,AUNTIE FREEZE/,2,2,7,9,6,0.350799,0.363289,0.978608,0.001251
STONE II,STONE II,7,10,7,17,6,0.356771,0.370102,2.241297,0.013477
STYX/JACOB EICHORN,STYX/JACOB EICHORN,7,4,12,16,6,0.357524,0.371331,5.690241,0.007811
BARRIER/,BARRIER/,6,0,7,7,6,0.313721,0.322074,0,0
THUNDERBOLT II/LUIS,THUNDERBOLT II/LUIS,6,7,0,7,0,0,0,0,0.002634
RINGER II,RINGER II,6,3,9,12,6,0.331359,0.339556,66.766531,0.001208
"THURM, ETHAN","THURM, ETHAN",3,10,4,14,6,0.328044,0.33632,60.85608,0.021407
"NEWELL, DIANE ARLISS","NEWELL, DIANE ARLISS",10,41,42,83,6,0.383826,0.40399,8212.870027,0.05461
WHITE KING,WHITE KING,4,18,16,34,6,0.364511,0.380224,17.304571,0.038038
"ROSSI, COL. MICHAEL","ROSSI, COL. MICHAEL",4,33,35,68,6,0.383464,0.402968,2105.67312,0.050728
"BRADLEY, CARRIE","BRADLEY, CARRIE",7,11,20,31,6,0.339475,0.35023,10.63036,0.005834
"KANNOR, ORLANDO","KANNOR, ORLANDO",7,17,19,36,6,0.33938,0.350038,30.187154,0.006991
